GENE       CHR      START       STOP  NSNPS  NRARE  NPARAM       N        ZSTAT            P          RSQ      RSQ_ADJ
9145        22  39349949  39385588   1008   1008      62  235812       4.2366   1.1345e-05   0.00051248   0.00024962
171568      22  41525799  41544606   1243   1243      71  235812       3.4628   0.00026734   0.00050765   0.00020659
11252       22  42869766  43015690    999    999      61  235812       4.0229   2.8748e-05   0.00049129   0.00023264
9997        22  50523568  50526439    846    846      54  235812       3.1608    0.0007868   0.00039398   0.00016505
491          3   10324023   10707993   2369   2369     158  235812       3.8394    6.168e-05   0.00099884   0.00032902
23473        3   15206226   15252916   1843   1843     115  235812       3.0669    0.0010814   0.00070879   0.00022119
152098       3   28349149   28525142    873    873      56  235812       3.8455   6.0142e-05   0.00045008   0.00021267
389125       3   52833115   52835219    272    272      11  235812       3.2653   0.00054667    0.0001395   9.2864e-05
100526772    3   52833115   52897581   1251   1251      71  235812       3.9645   3.6768e-05   0.00054412   0.00024313
375346       3   52836756   52897581    979    979      38  235812       4.7661   9.3918e-07   0.00040193    0.0002408
201626       3   57556252   57654979   2238   2238     150  235812       3.0348    0.0012034   0.00088226   0.00024629
166336       3   64093850   64445476   1383   1383      76  235812       3.0795    0.0010369   0.00050744   0.00018519
26018        3   66378797   66501263   3260   3260     210  235812       4.1739   1.4972e-05    0.0013004    0.0004102
79295        3   98263260   98265350    422    422      16  235812       3.1895   0.00071254   0.00017074   0.00010294
344805       3  112039067  112081269   1344   1344      96  235812       3.7053   0.00010555   0.00066146   0.00025445
254887       3  113947901  113992167   1421   1421     100  235812       4.1824   1.4422e-05   0.00072268   0.00029874
54763        3  123969006  123992170    408    408      17  235812        3.686    0.0001139   0.00020013   0.00012803
105374089    3  126432796  126435544    249    249      10  235812       3.4061   0.00032951   0.00013785   9.5427e-05
28976        3  128879490  128913114   1722   1722     111  235812       4.0523   2.5358e-05   0.00077129   0.00030071
79825        3  129001251  129040742   1157   1157      68  235812       3.6224   0.00014593   0.00050246   0.00021416
66000        3  133038288  133397775   1533   1533      81  235812       3.3175    0.0004542   0.00055118   0.00020772
53833        3  136957865  137011085    631    631      25  235812       3.2976    0.0004876   0.00023335   0.00012738
51163        3  138160988  138174949    823    823      54  235812       3.1415   0.00084032   0.00039278   0.00016385
389152       3  139042102  139044892    324    324      13  235812       3.0939   0.00098781   0.00014656   9.1434e-05
1359         3  148865256  148897087    887    887      35  235812       3.1691   0.00076467   0.00028676    0.0001384
151827       3  169793006  169812866    945    945      59  235812       3.2652   0.00054691   0.00042828   0.00017816
23101        3  183178004  183428619   2859   2859     199  235812       4.0859   2.1951e-05    0.0012345   0.00039101
200958       3  195720882  195733553    946    946      59  235812       3.6859   0.00011395   0.00045638   0.00020623
5981         4   39287449   39366381   2037   2037     123  235812       3.4766   0.00025387   0.00078454   0.00026304
285525       4   44621970   44651641    571    571      22  235812       3.0414    0.0011773    0.0002024   0.00010914
5471         4   56393362   56435636   1389   1389      76  235812       3.0381    0.0011905   0.00050454   0.00018227
5470         4   75859872   75902528   1392   1392      97  235812       3.4713   0.00025895   0.00064804   0.00023681
80144        4   78056968   78544269   7325   7325     276  235812       3.0455    0.0011614    0.0014971   0.00032711
56978        4   80183741   80204329   1481   1481      80  235812       3.0423    0.0011741   0.00052592   0.00018674
255119       4   80335326   80963756   1181   1181      68  235812       3.4839   0.00024705   0.00049268   0.00020438
113510       4   83407343   83455883   1702   1702      88  235812       3.4135    0.0003207   0.00059573   0.00022262
51023        4   83455932   83461723    430    430      18  235812         3.13   0.00087401   0.00018119   0.00010484
4299         4   86934511   87141054   2535   2535     165  235812       3.5112   0.00022301    0.0010025   0.00030303
6696         4   87975650   87983411    614    614      24  235812       3.1814   0.00073271   0.00022143   0.00011969
1977         4   98878456   98930635    566    566      22  235812       3.5946   0.00016244   0.00022915   0.00013584
1950         4  109912883  110012962   2222   2222     150  235812       3.4774   0.00025319   0.00092316   0.00028723
64579        4  114827775  115113876   1260   1260      71  235812       4.1497   1.6642e-05   0.00055799   0.00025696
5393         4  121801295  121817021   1265   1265      71  235812       3.6127    0.0001515   0.00051838   0.00021732
166752       4  143577407  143700675   2179   2179     128  235812       3.3782   0.00036478   0.00080173    0.0002591
55325        4  185399540  185425985   1201   1201      69  235812       3.5702   0.00017836   0.00050429   0.00021178
2483         4  189940819  189963204    715    715      28  235812       4.7244   1.1541e-06   0.00033242   0.00021374
79844        5     795605     858973   1576   1576      80  235812       3.5917   0.00016426   0.00056615   0.00022697
85409        5    1008820    1038812   1321   1321      95  235812       6.2287   2.3519e-10   0.00087942   0.00047672
348932       5    1225355    1246189   1477   1477      79  235812       3.3846   0.00035639   0.00054539   0.00021046
51151        5   33944616   33985144   1287   1287      72  235812       3.3176   0.00045401   0.00050281   0.00019753
3575         5   35856875   35879603    816    816      54  235812       4.0201   2.9081e-05   0.00045035   0.00022143
2533         5   39105252   39274523   1699   1699     110  235812        3.396   0.00034183   0.00071019   0.00024384
166968       5   56919602   56952130    998    998      60  235812       3.1005   0.00096604   0.00042303   0.00016862
11174        5   65148736   65482027   1838   1838     116  235812       3.2355   0.00060724   0.00072787   0.00023609
56134        5  140966162  141012344   1136   1136      67  235812       3.0916   0.00099531   0.00046028   0.00017619
404203       5  148202794  148215137    275    275      11  235812       3.3849   0.00035596   0.00014436   9.7752e-05
6208         5  150444229  150449756    283    283      12  235812       4.0649   2.4027e-05   0.00018166   0.00013083
11346        5  150586037  150659230   2075   2075      79  235812       3.1432   0.00083569   0.00052787   0.00019294
25929        5  154887416  154938216   2801   2801     175  235812       3.6885   0.00011279    0.0010708    0.0003289
2324         5  180601506  180650271   3077   3077     207  235812       3.1404   0.00084367    0.0011738   0.00029629
8737         6    3063967    3115187   1384   1384      76  235812       3.0026    0.0013386   0.00050205   0.00017983
670          6    3118376    3153198    951    951      37  235812       3.3523   0.00040067   0.00030868   0.00015181
154007       6    7590199    7611967    924    924      57  235812       4.2062   1.2982e-05   0.00048095   0.00023925
51000        6    8413067    8435567    941    941      59  235812       3.1597   0.00078961   0.00042141   0.00017124
221692       6   12716606   13290244   1748   1748     112  235812       4.2202   1.2205e-05   0.00079146   0.00031668
100130357    6   13279295   13297297    841    841      54  235812       3.5553   0.00018874   0.00041927   0.00019032
64288        6   28312837   28354506    415    415      17  235812       3.3329   0.00042979   0.00018374   0.00011164
10537        6   29555612   29559925    241    241      10  235812       4.0409   2.6627e-05   0.00016488   0.00012243
56658        6   30326844   30343729    525    525      20  235812       3.0542    0.0011282   0.00019052   0.00010568
1041         6   31115088   31120475    553    553      22  235812       3.2858   0.00050854   0.00021396    0.0001207
534          6   31544451   31546848    226    226      10  235812       3.4764   0.00025407    0.0001407   9.8288e-05
101929163    6   32255717   32407822   2152   2152     126  235812        3.714   0.00010199   0.00082105   0.00028688
10665        6   32288541   32372114   1440   1440     100  235812        3.546   0.00019558   0.00066992   0.00024593
56244        6   32393339   32408879    712    712      27  235812       4.3163   7.9339e-06   0.00030128    0.0001868
3123         6   32578769   32589836    370    370      14  235812       3.5476   0.00019435   0.00017282   0.00011343
3119         6   32659464   32666689    464    464      18  235812       6.0978   5.3758e-10   0.00034411    0.0002678
3113         6   33064569   33080778    546    546      21  235812       3.0941   0.00098707   0.00019862   0.00010961
3159         6   34236800   34246231    656    656      26  235812       3.0879    0.0010078   0.00022909   0.00011879
9025         6   37353972   37394738    689    689      27  235812       3.4143   0.00031971   0.00025171   0.00013727
55809        6   42224933   42452205   1685   1685     110  235812       4.2968   8.6647e-06   0.00078735   0.00032103
90523        6   54010979   54266280   2614   2614     166  235812       3.7398    9.209e-05    0.0010301   0.00032634
1310         6   69866556   70212454   3170   3170     233  235812       3.0111    0.0013016    0.0012865   0.00029868
85413        6  110424685  110476641   1113   1113      65  235812       4.2609    1.018e-05   0.00053174   0.00025618
27115        6  135808752  136195571   1475   1475      56  235812       3.3024   0.00047926   0.00041409   0.00017661
79747        6  146598965  146815462   3269   3269     233  235812       3.3463   0.00040943    0.0013233   0.00033557
6196         6  166409366  166862550   2269   2269     153  235812       5.2666   6.9504e-08    0.0011175   0.00046897
83887        6  167325086  167342689    695    695      27  235812       3.9285   4.2744e-05   0.00027929   0.00016481
55501        7    2403526    2434607    628    628      25  235812       3.5763   0.00017427   0.00024755   0.00014156
221935       7    3301448    4269000   7953   7953     564  235812       3.0019    0.0013417    0.0028414   0.00045073
54468        7    7566891    7607514   1272   1272      93  235812       3.1216   0.00089943   0.00059981   0.00020552
4223         7   15611212   15686683    482    482      19  235812       3.2481   0.00058089   0.00019299   0.00011247
285941       7   26637488   26651531    279    279      12  235812        4.004   3.1138e-05   0.00017883   0.00012797
11185        7   30752135   30757602    500    500      19  235812       3.2783   0.00052211   0.00019438   0.00011384
313          7   36512941   36724549   1668   1668     108  235812       4.1743   1.4946e-05   0.00076569   0.00030786
4967         7   44606522   44709070   1995   1995     142  235812       3.2252   0.00062946   0.00085939   0.00025737
83605        7   44999746   45076470   1073   1073      64  235812       3.2374   0.00060317   0.00045384   0.00018245
136853       7   76389329   76409695   1098   1098      65  235812       3.1128   0.00092666   0.00045093    0.0001753
22932        7   76609986   76627303    475    475      18  235812       3.1306   0.00087212   0.00018122    0.0001049
26024        7   99416739   99438839   1639   1639     106  235812       3.0575    0.0011158   0.00066201   0.00021261
100861540    7   99684679   99735200   1130   1130      66  235812       3.3575    0.0003932   0.00047293   0.00019306
4584         7  100949117  100968347   1097   1097      65  235812       3.5922   0.00016392   0.00048365   0.00020802
548644       7  102521171  102572660   1004   1004      39  235812       3.0018    0.0013418   0.00030063   0.00013524
93664        7  122318424  122886759   3372   3372     239  235812        3.026     0.001239    0.0013171   0.00030386
65999        7  150322639  150338156    591    591      23  235812       3.6819   0.00011576   0.00024011   0.00014263
90459        8    9002804    9100256   1241   1241      70  235812       3.3953   0.00034275   0.00049742   0.00020063
4481         8   16107878   16192791   1930   1930     118  235812       3.0935   0.00098908   0.00072627   0.00022602
51201        8   17156020   17222732   1228   1228      70  235812       3.0526    0.0011343   0.00047369   0.00017691
2267         8   17864391   17895538   1233   1233      70  235812       3.0837    0.0010221   0.00047582   0.00017905
9420         8   64595972   64798791    785    785      31  235812        3.441   0.00028977    0.0002777   0.00014627
7013         8   73008862   73048123    912    912      58  235812       3.1555    0.0008012   0.00041566   0.00016975
56704        8   74234700   74321500    853    853      34  235812       3.6154   0.00014994   0.00030565   0.00016153
23414        8  105246436  105804539   1334   1334      73  235812       3.2531   0.00057085   0.00050365   0.00019413
7373         8  120125108  120373573   3970   3970     285  235812       3.3014   0.00048102    0.0015708   0.00036263
29028        8  123319850  123396465   2505   2505     161  235812       3.9673   3.6346e-05     0.001027   0.00034446
79792        8  143553387  143563062   1220   1220      69  235812       3.0063    0.0013223   0.00046522   0.00017267
5339         8  143915147  143976792   9200   9200     347  235812       3.0762    0.0010484    0.0018389   0.00036788
392275       8  144047114  144051294    941    941      59  235812       3.8442    6.047e-05   0.00046725   0.00021714
727957       8  144148016  144261940   1405   1405      76  235812       3.0991   0.00097046   0.00050883   0.00018656
55871        9     121038     179075   1420   1420      98  235812       3.3531   0.00039951   0.00064394    0.0002284
157983       9     213108     215893    662    662      26  235812       3.2309   0.00061702   0.00023619     0.000126
286343       9   12774990   12823060    621    621      24  235812       3.1694   0.00076385   0.00022084   0.00011909
4799         9   33290420   33371157   2129   2129     125  235812       3.1582   0.00079363   0.00076736   0.00023741
65083        9   33461353   33473943   2055   2055     124  235812       3.1854   0.00072272   0.00076459   0.00023884
64078        9   84275850   84368632   1472   1472     101  235812       3.1461   0.00082744   0.00064325   0.00021505
286234       9   87882857   87888899   1617   1617     107  235812       4.2159    1.244e-05   0.00076387   0.00031024
158293       9   93443332   93453592   1122   1122      66  235812       3.1226    0.0008964   0.00045698   0.00017715
84909        9   94726604   95147311   3542   3542     246  235812       3.5909   0.00016475    0.0014148   0.00037193
7507         9   97654398   97697409   1441   1441     101  235812       3.0752    0.0010517   0.00063769   0.00020945
5005         9  114329789  114333256    575    575      22  235812       3.9732   3.5463e-05   0.00024865   0.00015539
80709        9  114334149  114398551   2390   2390     156  235812        3.212   0.00065914    0.0009286   0.00026721
5742         9  122370530  122395705   1311   1311      73  235812       3.3508   0.00040286   0.00051057   0.00020105
169611       9  124777158  124814891   1398   1398      99  235812       3.3657   0.00038176   0.00065019   0.00023049
4010         9  126614443  126701032    864    864      54  235812       4.9517   3.6777e-07    0.0005169   0.00028795
54662        9  128787207  128810432   1070   1070      64  235812       3.0845    0.0010195   0.00044365   0.00017232
51490        9  128819651  128829847   1237   1237      69  235812       3.5712   0.00017767   0.00050436   0.00021183
56904        9  129007792  129028353   1182   1182      67  235812       3.2768   0.00052488   0.00047285   0.00018877
5900         9  133097720  133149220   2724   2724     193  235812       3.2804    0.0005183    0.0011194   0.00030124
7410         9  133761894  133992374   2836   2836     198  235812       3.0766    0.0010469    0.0011232   0.00028378
8019         9  134030305  134068533   1391   1391      75  235812       3.4782   0.00025236   0.00053058   0.00021255
10555        9  136673143  136687459    834    834      33  235812       3.5035   0.00022956   0.00029328   0.00015336
26012        9  137447570  137459357   1814   1814     115  235812        4.024   2.8614e-05   0.00079031   0.00030273
100132403    9  138215351  138252775    394    394      16  235812       3.1523   0.00081007   0.00016912   0.00010127
