GENE       CHR      START       STOP  NSNPS  NRARE  NPARAM       N        ZSTAT            P          RSQ      RSQ_ADJ
6706         1  153149582  153150951    136    136       6  235812      0.40543      0.34258   2.8712e-05   3.2187e-06
149018       1  153203430  153205125    140    140       6  235812       1.2539      0.10495   4.4547e-05   1.9073e-05
574414       1  153205162  153219317    167    167       7  235812    -0.019519      0.50779    2.662e-05            0
4014         1  153259635  153262125    456    456      18  235812       0.3644      0.35778   8.2973e-05   6.6161e-06
114771       1  153297589  153312975    723    723      51  235812      0.78611       0.2159   0.00024863   3.2365e-05
57115        1  153327380  153348841    817    817      54  235812      -1.0928      0.86276   0.00018168            0
6280         1  153357854  153361027    253    253      11  235812      -1.1864      0.88228   2.4868e-05            0
6283         1  153373708  153375599    210    210       9  235812       1.2295      0.10945   6.0979e-05   2.2769e-05
6279         1  153390032  153422578    571    571      22  235812       1.6359     0.050932   0.00014352   5.0247e-05
338324       1  153416524  153423225    308    308      13  235812     -0.30668      0.62046    4.616e-05            0
645922       1  153436995  153440027    279    279      12  235812       1.7347     0.041399   9.1891e-05   4.1008e-05
6278         1  153457744  153460661    222    222       9  235812       0.9547      0.16987   5.4461e-05   1.6272e-05
6277         1  153534600  153536241    168    168       7  235812       2.3053     0.010575   7.7721e-05   4.8041e-05
6276         1  153537147  153542175    416    416      17  235812       2.7307    0.0031596   0.00015775   8.5652e-05
6275         1  153543619  153545806    192    192       8  235812       2.1688     0.015049   8.0422e-05   4.6492e-05
6274         1  153547333  153549258    212    212       9  235812       1.4291     0.076485   6.6016e-05   2.7835e-05
6273         1  153561108  153565830    273    273      11  235812     -0.84756      0.80166    2.955e-05            0
140576       1  153606886  153613038    446    446      18  235812       1.2593      0.10396   0.00010949    3.314e-05
57402        1  153614255  153616332    264    264      11  235812      0.20004      0.42072   4.7803e-05   1.1325e-06
6284         1  153618799  153634092    577    577      23  235812      0.06948       0.4723   9.6702e-05            0
6271         1  153628397  153632037    275    275      11  235812       1.1272      0.12982   6.9187e-05   2.2531e-05
26097        1  153633982  153646306    513    513      20  235812     -0.34454      0.63478   7.3276e-05            0
23557        1  153658654  153661852    364    364      15  235812       2.4108    0.0079583   0.00013281   6.9201e-05
3608         1  153661788  153671028    855    855      34  235812      0.20877      0.41731   0.00014871     4.53e-06
4881         1  153678617  153693992   1971   1971     143  235812    0.0012923      0.49948   0.00060369            0
65123        1  153728050  153774808   2163   2163     150  235812     -0.15601      0.56199   0.00062192            0
11000        1  153775292  153780157   1459   1459      78  235812      0.77458      0.21929   0.00037048   3.9697e-05
57459        1  153804725  153922975    890    890      57  235812      -1.3856      0.91706    0.0001819            0
9909         1  153929501  153946681   2216   2216     152  235812      0.36641      0.35703   0.00066916   2.4617e-05
200186       1  153947672  153958656   1185   1185      68  235812        1.383     0.083335   0.00035904   7.0691e-05
27173        1  153959099  153968184    434    434      18  235812      0.66429      0.25325   9.1326e-05   1.4961e-05
148327       1  153967839  153974364    760    760      30  235812       1.9678     0.024544   0.00019956    7.236e-05
10899        1  153974269  153977975    612    612      24  235812       1.7618     0.039048   0.00015899   5.7161e-05
5872         1  153981617  153986377    652    652      26  235812     -0.20153      0.57986   0.00010149            0
6232         1  153990763  153992155    395    395      16  235812     -0.65027      0.74224   5.0996e-05            0
91181        1  153992690  154155116   2996   2996     203  235812       1.2441      0.10673   0.00096851   0.00010777
7170         1  154155304  154192135   1375   1375      53  235812      0.55415      0.28974   0.00024683   2.2054e-05
388701       1  154199085  154206365    283    283      12  235812       -0.208      0.58239   4.4032e-05            0
25912        1  154206701  154220797    641    641      25  235812     -0.35576      0.63899   9.3058e-05            0
9898         1  154219951  154271510   2418   2418     160  235812       0.2692      0.39389   0.00069626   1.7762e-05
10456        1  154272563  154275875    556    556      22  235812      -1.1421       0.8733   6.2493e-05            0
89872        1  154321067  154325325    549    549      21  235812       1.5332     0.062607   0.00013448   4.5419e-05
57198        1  154325560  154351304   2321   2321     156  235812    -0.033941      0.51354   0.00065619            0
3570         1  154405193  154469450   1031   1031      40  235812      0.80916      0.20921   0.00019907   2.9445e-05
126669       1  154469637  154502050   1997   1997     144  235812      -0.3347      0.63107   0.00058414            0
126668       1  154502219  154548147   1020   1020      62  235812        1.992     0.023188   0.00036509   0.00010222
55585        1  154548575  154558644   1031   1031      40  235812     -0.25137      0.59924   0.00015755            0
1141         1  154567781  154579878    799    799      53  235812      0.66636      0.25259   0.00025208   2.7299e-05
103          1  154582057  154628013   1824   1824     136  235812       1.0411      0.14892   0.00064958   7.2837e-05
3782         1  154697462  154870278   1123   1123      66  235812       0.7746      0.21929   0.00031629   3.6359e-05
10654        1  154924732  154937310    510    510      20  235812      0.23903      0.40554   8.8452e-05   3.6359e-06
57326        1  154944080  154956091   1121   1121      65  235812      0.88195       0.1889   0.00031743   4.1842e-05
90780        1  154957026  154961782    536    536      21  235812      -1.1407      0.87301   5.9032e-05            0
101928120    1  154961560  154962625     56     56       3  235812       1.3528     0.088061   2.7738e-05    1.502e-05
6464         1  154962298  154974492   1100   1100      42  235812       1.5317     0.062792   0.00024107   6.2943e-05
1163         1  154974642  154979249    286    286      12  235812     0.048882      0.48051    4.908e-05            0
80308        1  154983294  154993111    887    887      34  235812       1.1662      0.12176    0.0001856   4.1425e-05
55891        1  154993586  154994315     84     84       4  235812     -0.81742      0.79315   7.1523e-06            0
51043        1  155002627  155018525    637    637      25  235812      0.89414      0.18562    0.0001319   2.5928e-05
127579       1  155017448  155033781   1478   1478      80  235812      0.34955      0.36334   0.00035544   1.6153e-05
149095       1  155033806  155050930   1427   1427      78  235812      0.65254      0.25703   0.00036355   3.2783e-05
8751         1  155051272  155062776   1736   1736     112  235812     -0.61964      0.73225   0.00043403            0
1945         1  155063737  155069553    468    468      18  235812     -0.44214      0.67081   6.3064e-05            0
1944         1  155078872  155087538    571    571      22  235812      0.85127      0.19731   0.00011609   2.2769e-05
1942         1  155127873  155134910    594    594      23  235812      0.70861      0.23928    0.0001162   1.8716e-05
55974        1  155135344  155138858    648    648      47  235812       1.2165      0.11189   0.00025035   5.1022e-05
54344        1  155139891  155140520    149    149       6  235812      0.75957      0.22376   3.4777e-05   9.3579e-06
200185       1  155169408  155173328    637    637      25  235812       0.5785      0.28146   0.00012124   1.5259e-05
80128        1  155173787  155184971   1345   1345      96  235812      0.54086       0.2943   0.00043676   2.9683e-05
4582         1  155185824  155192915   1156   1156      67  235812      0.91122      0.18109   0.00032814   4.3988e-05
7059         1  155195584  155209180   1894   1894     117  235812      -1.0733      0.85843   0.00042718            0
4580         1  155208699  155213839    713    713      28  235812       1.2451      0.10655   0.00015937    4.065e-05
2629         1  155234448  155244862    939    939      58  235812     0.043198      0.48277    0.0002451            0
10712        1  155247205  155255483   1125   1125      43  235812     -0.32346      0.62683   0.00016722            0
10067        1  155255979  155262434    731    731      29  235812     -0.56439      0.71376   0.00010307            0
1196         1  155262868  155273529   1065   1065      64  235812     -0.70149       0.7585   0.00023651            0
57657        1  155277427  155289848   1077   1077      42  235812      -1.2904      0.90155   0.00013019            0
5313         1  155289293  155308709   1265   1265      72  235812      -1.9132      0.97214   0.00021574            0
2224         1  155308748  155320666    721    721      51  235812       1.4698      0.07081   0.00028216   6.5863e-05
284618       1  155320460  155324147    913    913      58  235812     0.068159      0.47283   0.00024624   2.3842e-07
23623        1  155320849  155331118   1753   1753     113  235812       1.5056     0.066087   0.00057851   9.9361e-05
55870        1  155335261  155562850   3177   3177     211  235812       1.3773     0.084204    0.0010171   0.00012243
55154        1  155610170  155614967    950    950      36  235812     0.049026      0.48045    0.0001516            0
55249        1  155659442  155689032   1718   1718     110  235812      0.27337      0.39228     0.000481   1.4544e-05
7818         1  155689089  155739010    915    915      58  235812     -0.17889      0.57099   0.00023511            0
54856        1  155749658  155859400   3033   3033     206  235812     -0.60061      0.72595   0.00082019            0
23208        1  155859469  155885199    476    476      19  235812      0.57538      0.28252   9.3443e-05   1.2875e-05
6016         1  155897808  155911402    439    439      18  235812     -0.17756      0.57046   6.9194e-05            0
22889        1  155913043  155934442   1172   1172      68  235812  -0.00037512      0.50015   0.00028553            0
339403       1  155941689  155942834    333    333      14  235812      0.36336      0.35817   6.4869e-05   5.4836e-06
9181         1  155946640  156002635   2612   2612     166  235812     -0.81297      0.79188   0.00064034            0
105371729    1  156001153  156033225    390    390      16  235812      0.26502       0.3955   7.1447e-05   3.5763e-06
6746         1  156009048  156020991    356    356      15  235812     -0.51658      0.69728   4.9861e-05            0
56893        1  156033135  156053825   1431   1431      78  235812      0.24179      0.40447   0.00034086   1.0073e-05
28956        1  156054726  156058510    329    329      14  235812     -0.79703      0.78728   4.0924e-05            0
57111        1  156061175  156070504    455    455      19  235812       1.1517      0.12473    0.0001111   3.0577e-05
92312        1  156072013  156081998    486    486      19  235812      -1.5787       0.9428   4.4041e-05            0
4000         1  156082546  156140089   1496   1496     101  235812      0.94046      0.17349   0.00048446   5.6148e-05
64218        1  156147359  156177751   1394   1394      99  235812      0.55109      0.29079   0.00045062   3.0816e-05
9673         1  156193932  156212796    407    407      17  235812       1.1337      0.12845   0.00010041   2.8312e-05
11243        1  156212988  156240077    550    550      21  235812       1.4002     0.080721   0.00012973    4.071e-05
100527963    1  156212988  156243332    866    866      56  235812       1.2284      0.10965   0.00029374   5.6267e-05
632          1  156242160  156243332    307    307      13  235812       1.1186      0.13166   7.9434e-05   2.4319e-05
79957        1  156243321  156248488    775    775      30  235812     -0.21354      0.58455   0.00011761            0
23381        1  156249224  156282885   2027   2027     123  235812      -0.3409      0.63341   0.00049651            0
84283        1  156282913  156292443    573    573      22  235812        0.961      0.16828    0.0001197   2.6464e-05
112770       1  156292687  156295689    696    696      50  235812      -0.1612      0.56403   0.00020251            0
391104       1  156298624  156299637    209    209       9  235812     -0.92332      0.82208   2.1791e-05            0
7203         1  156308961  156338415   1285   1285      72  235812       2.5493    0.0053977   0.00045048    0.0001452
128229       1  156337314  156346995    367    367      15  235812      0.69795       0.2426   7.7996e-05   1.4365e-05
57127        1  156366043  156385234    882    882      35  235812      0.91814      0.17927   0.00018024   3.1829e-05
10485        1  156404256  156434325    744    744      52  235812      -1.1757      0.88013   0.00017106            0
4209         1  156463721  156500842   1124   1124      65  235812      0.11576      0.45392   0.00027842   2.8014e-06
128239       1  156525405  156572604   3100   3100     117  235812       2.7824    0.0026983   0.00069567   0.00019962
164118       1  156579727  156587797    983    983      38  235812       1.5525     0.060269   0.00022213   6.0976e-05
128240       1  156591766  156594299    532    532      21  235812         1.01      0.15625   0.00011643   2.7359e-05
54865        1  156594308  156601496    686    686      27  235812      0.27174      0.39291   0.00012024   5.7817e-06
60484        1  156618801  156625725    553    553      22  235812      -1.0574      0.85482   6.4334e-05            0
63827        1  156641948  156659532   1699   1699     109  235812     -0.25455      0.60047   0.00044372            0
10763        1  156668763  156677397   1511   1511      79  235812     -0.30875      0.62124   0.00031609            0
1382         1  156699606  156705816    349    349      14  235812       2.4131    0.0079088   0.00012674   6.7413e-05
81875        1  156721891  156728472   1124   1124      66  235812      0.18242      0.42763   0.00028599   6.0797e-06
51093        1  156728471  156736960    941    941      59  235812      -1.3897      0.91769   0.00018912            0
79590        1  156737302  156741266    415    415      17  235812       1.3653     0.086083   0.00010772   3.5644e-05
3068         1  156742107  156752448    862    862      34  235812     -0.02956      0.51179   0.00014035            0
5546         1  156767482  156800817    829    829      33  235812      -0.5874      0.72153   0.00011809            0
9047         1  156806243  156816862    867    867      55  235812    -0.086586       0.5345   0.00022662            0
4914         1  156815750  156881850   4498   4498     326  235812      0.22894      0.40946    0.0014045   2.2113e-05
3645         1  156840873  156858920   2341   2341     157  235812       1.6194     0.052677   0.00079183   0.00012612
375033       1  156893692  156916434   2121   2121     148  235812       2.5678    0.0051172   0.00083065   0.00020313
149499       1  156920608  156942683   2324   2324     155  235812      0.17509       0.4305   0.00066761   1.0252e-05
9826         1  156934840  157046640   3515   3515     244  235812     -0.61679      0.73131   0.00097532            0
440695       1  157092043  157099808    616    616      24  235812      0.78121      0.21734    0.0001233   2.1517e-05
2117         1  157121191  157138591    726    726      29  235812      -0.1809      0.57178   0.00011449            0
83416        1  157513377  157552520   1751   1751      89  235812      0.87849      0.18984   0.00042628   4.8876e-05
83417        1  157573749  157598080   1124   1124      66  235812       1.1134      0.13276   0.00033454   5.4657e-05
115352       1  157676481  157700985   2141   2141     149  235812     -0.40779      0.65829   0.00059974            0
79368        1  157745733  157777439   1152   1152      67  235812       1.0775      0.14063   0.00033721   5.3108e-05
115350       1  157792249  157820150    993    993      61  235812      0.52399      0.30014   0.00028103   2.2352e-05
922          1  157827071  157841844    925    925      35  235812       2.0492     0.020223   0.00022981    8.136e-05
55243        1  157993273  158100262   1434   1434      78  235812       2.2759     0.011427   0.00046292   0.00013214
912          1  158178038  158186427    662    662      26  235812      0.83051      0.20313   0.00013444   2.4199e-05
909          1  158248329  158258269    865    865      55  235812      0.33091      0.37036   0.00024534     1.21e-05
911          1  158289773  158294774    694    694      27  235812      0.29664      0.38337   0.00012104   6.5565e-06
910          1  158327950  158331531    732    732      29  235812        0.116      0.45383    0.0001239   9.5367e-07
913          1  158353435  158357553    673    673      49  235812       1.2828     0.099774   0.00026314   5.5313e-05
128360       1  158398522  158399466    291    291      12  235812      0.32418       0.3729   5.4905e-05   4.0531e-06
391107       1  158419928  158420866    278    278      12  235812      0.59811      0.27488   6.1137e-05   1.0252e-05
391109       1  158465562  158466503    296    296      12  235812    -0.022832      0.50911   4.7634e-05            0
343406       1  158479878  158480885    285    285      12  235812      0.65695      0.25561   6.2534e-05   1.1683e-05
391112       1  158547128  158548105    322    322      13  235812      0.32191      0.37376   5.9375e-05   4.2319e-06
128366       1  158562651  158563604    320    320      13  235812       0.7517      0.22612   6.9722e-05   1.4603e-05
128367       1  158578919  158579899    310    310      13  235812     -0.64135      0.73935   4.0011e-05            0
128368       1  158606439  158607380    323    323      13  235812       2.3417    0.0095971   0.00011796   6.2823e-05
6708         1  158610498  158686716   5175   5175     195  235812        3.211   0.00066131    0.0011222   0.00029552
81448        1  158699678  158700652    299    299      12  235812       1.9052     0.028375   9.7213e-05   4.6313e-05
391114       1  158717168  158718115    291    291      12  235812       2.4614    0.0069198    0.0001159   6.5029e-05
128371       1  158754816  158755847    293    293      12  235812       2.8636    0.0020946   0.00013072    7.987e-05
128372       1  158765744  158766682    290    290      12  235812      0.90968       0.1815   6.8771e-05   1.7881e-05
81442        1  158776682  158777635    277    277      12  235812     -0.54792      0.70813   3.7908e-05            0
4332         1  158831378  158849480    679    679      27  235812     -0.31328      0.62297   0.00010234            0
149628       1  158931547  158988872    878    878      35  235812       1.1725       0.1205   0.00019071    4.226e-05
3428         1  158999973  159055155   1150   1150      44  235812     -0.10148      0.54042    0.0001798            0
9447         1  159062479  159076895    507    507      20  235812       2.3771    0.0087243   0.00016137   7.6532e-05
57863        1  159171587  159203142    956    956      37  235812     -0.24064      0.59508   0.00014557            0
2532         1  159204013  159206500    458    458      18  235812       1.8297     0.033651   0.00012895   5.2631e-05
2205         1  159283888  159308224    507    507      20  235812       1.0943      0.13691   0.00011425   2.9445e-05
441911       1  159313670  159314659    347    347      14  235812       1.2903     0.098468   8.9584e-05    3.022e-05
26476        1  159397494  159440967    413    413      17  235812      0.22925      0.40934   7.4972e-05    2.861e-06
127385       1  159535078  159536007    279    279      12  235812       1.3049     0.095956   7.9312e-05   2.8431e-05
325          1  159587826  159588871    306    306      13  235812      0.39447      0.34662   6.1045e-05   5.9009e-06
1401         1  159712289  159714609    342    342      14  235812      0.62105      0.26728   7.1221e-05   1.1861e-05
54935        1  159780940  159782543    283    283      12  235812       1.0512      0.14659   7.2433e-05   2.1517e-05
343413       1  159800511  159816257   1128   1128      66  235812       1.9617     0.024899   0.00038323   0.00010341
56833        1  159826650  159837497   1125   1125      43  235812       1.5365     0.062214   0.00024624   6.3896e-05
284677       1  159834474  159855347   1465   1465     100  235812    -0.020631      0.50823   0.00042002            0
391123       1  159854316  159862657   1015   1015      62  235812       1.2549      0.10477   0.00032351   6.0558e-05
25790        1  159872364  159900116   1200   1200      46  235812       1.0114      0.15591   0.00023598   4.0889e-05
8407         1  159918107  159925542    462    462      18  235812      -1.0151      0.84498   5.1074e-05            0
57549        1  159927039  159945596   2039   2039     123  235812      0.49715      0.30954   0.00055244   3.0816e-05
89886        1  159951492  159954254    442    442      18  235812       1.2327      0.10884   0.00010863   3.2246e-05
93183        1  160027672  160031993    416    416      17  235812     -0.60414      0.72713   5.5701e-05            0
3766         1  160037467  160070261    283    283      12  235812      0.23194      0.40829   5.2904e-05    1.967e-06
3765         1  160079953  160090563    328    328      14  235812     -0.25123      0.59918   5.1265e-05            0
93185        1  160091339  160098860   1045   1045      63  235812       1.3358     0.090806   0.00033266   6.5565e-05
477          1  160115730  160143591   1941   1941     119  235812      0.73844      0.23012   0.00055151   4.6849e-05
480          1  160151562  160186977   2210   2210     152  235812    -0.045453      0.51813   0.00063842            0
844          1  160190495  160201886    920    920      57  235812        0.676      0.24952    0.0002706   2.8908e-05
8682         1  160205319  160215376    357    357      15  235812     -0.73991      0.77032   4.5575e-05            0
50717        1  160215715  160262560   1015   1015      62  235812       2.7842    0.0026827   0.00041348   0.00015056
5824         1  160276809  160285151    682    682      27  235812     -0.48018      0.68445   9.7581e-05            0
4807         1  160286369  160372848   3842   3842     280  235812       1.1331      0.12858    0.0013017   0.00011444
1314         1  160288587  160343564   2243   2243     153  235812       1.3304     0.091692   0.00074947   0.00010073
23385        1  160343273  160358952   1515   1515     102  235812      0.76285      0.22278    0.0004774   4.4882e-05
57216        1  160400574  160428678    778    778      31  235812       1.3155     0.094179   0.00017703   4.5598e-05
114836       1  160485030  160523262    738    738      29  235812      0.66921      0.25168   0.00014277   1.9789e-05
8832         1  160541094  160579516    841    841      55  235812    -0.077726      0.53098     0.000227            0
6504         1  160608111  160647537    711    711      28  235812    0.0042212      0.49832   0.00011606            0
962          1  160678746  160711851    738    738      29  235812       1.4432     0.074476    0.0001722   4.9233e-05
57823        1  160739057  160754821    703    703      28  235812      0.13488      0.44635    0.0001202   1.4305e-06
4063         1  160796074  160828256   1770   1770     113  235812       2.0057     0.022442   0.00061538   0.00013626
51744        1  160830158  160862902    817    817      54  235812       3.1235   0.00089354   0.00039165   0.00016272
55600        1  160876540  160885170    663    663      26  235812       1.9685     0.024506   0.00017813    6.783e-05
142683       1  160945020  160957378    729    729      29  235812      0.35592      0.36095   0.00013186   8.8811e-06
50848        1  160995211  161021343    689    689      27  235812      0.31152       0.3777   0.00012153   7.0333e-06
100131187    1  161037631  161038984    357    357      15  235812      0.76789      0.22128   7.9876e-05   1.6212e-05
7391         1  161039251  161045979    636    636      25  235812       1.3295     0.091845   0.00014758   4.1544e-05
257106       1  161046942  161069971   1463   1463      79  235812     -0.14705      0.55846   0.00032446            0
81607        1  161070991  161089595    879    879      35  235812       1.4282     0.076621   0.00020163   5.3227e-05
126823       1  161098361  161100348    477    477      19  235812      -0.5353      0.70378   6.4855e-05            0
5202         1  161100556  161118076    322    322      13  235812      0.51903      0.30187   6.3985e-05   8.8811e-06
4817         1  161118072  161125445   1439   1439      78  235812     0.043816      0.48253   0.00033027            0
9191         1  161120977  161132783    575    575      22  235812      0.43487      0.33183   0.00010304   9.7156e-06
51506        1  161153744  161158856    449    449      18  235812       1.8187     0.034475   0.00012856   5.2214e-05
27005        1  161159464  161165726   1042   1042      63  235812      -1.7635      0.96109   0.00018947            0
5498         1  161165728  161178277   1921   1921     141  235812       1.9566       0.0252   0.00074503   0.00014716
8703         1  161171310  161177968    719    719      28  235812      0.29212       0.3851   0.00012531   6.5565e-06
9507         1  161189748  161199055   1162   1162      67  235812    -0.094388       0.5376   0.00027672            0
4720         1  161197419  161214395   1283   1283      72  235812      -1.0952      0.86328   0.00025042            0
2207         1  161215297  161219248    307    307      13  235812     -0.29881      0.61746   4.6312e-05            0
336          1  161222293  161223628    230    230      10  235812      -1.1015      0.86466     2.28e-05            0
84134        1  161225939  161230746    764    764      30  235812      0.52335      0.30036   0.00014215   1.4901e-05
9970         1  161229666  161238598    845    845      55  235812     -0.68539      0.75345   0.00020146            0
654790       1  161258727  161285450    228    228      10  235812       -1.423      0.92263   1.9035e-05            0
4359         1  161304735  161309972    465    465      19  235812    -0.099336      0.53956   7.5249e-05            0
6391         1  161314376  161364751    534    534      21  235812     -0.22192      0.58781   8.0397e-05            0
257177       1  161364731  161367883    352    352      15  235812      0.63719        0.262   7.6386e-05   1.2815e-05
2212         1  161505415  161524048    598    598      23  235812     -0.45522      0.67553   8.2432e-05            0
3310         1  161524540  161526897    673    673      48  235812      0.85232      0.19702   0.00023794   3.4392e-05
2214         1  161541759  161550623    485    485      19  235812      0.76309       0.2227   9.8976e-05   1.8418e-05
9103         1  161581339  161601220    507    507      20  235812      -1.7167      0.95699   4.4756e-05            0
2215         1  161623196  161631963    598    598      23  235812       1.1753      0.11993   0.00013196   3.4451e-05
2213         1  161663115  161678654    486    486      19  235812      0.32767      0.37158   8.6459e-05   5.9009e-06
84824        1  161706972  161714352    633    633      25  235812       1.5661     0.058663   0.00015659   5.0545e-05
127943       1  161721544  161728143    729    729      29  235812     -0.26805      0.60567   0.00011183            0
11266        1  161749768  161757164    522    522      20  235812      0.32158      0.37388   9.0754e-05   5.9605e-06
22926        1  161766244  161964070   1334   1334      74  235812      0.66483      0.25308   0.00034636   3.2544e-05
25903        1  161983192  162024465   1146   1146      66  235812      0.75591      0.22485    0.0003153   3.5465e-05
9722         1  162069791  162370023   1401   1401      77  235812       0.8636       0.1939   0.00037105   4.4525e-05
284680       1  162373725  162376925    375    375      15  235812       1.6161     0.053037   0.00010506   4.1485e-05
400793       1  162378906  162386818    421    421      17  235812     -0.40405      0.65691   5.9979e-05            0
117157       1  162395266  162412138    310    310      13  235812       0.1592      0.43676   5.5739e-05   5.9605e-07
127933       1  162497174  162529629    828    828      33  235812       1.2834     0.099669   0.00018558   4.5657e-05
6675         1  162561506  162599843    910    910      36  235812       1.5254     0.063579    0.0002109   5.8234e-05
4921         1  162631265  162786591   1422   1422      99  235812      0.55243      0.29033    0.0004507   3.0875e-05
51478        1  162790702  162812818    663    663      26  235812       1.9005     0.028683    0.0001753   6.5088e-05
339512       1  162846566  162868900    675    675      26  235812      -0.3008      0.61822   9.8638e-05            0
5999         1  163068606  163076802    784    784      31  235812     -0.14079      0.55598   0.00012406            0
8490         1  163142299  163321791    530    530      21  235812     -0.17478      0.56938   8.1616e-05            0
83540        1  163321933  163355764    912    912      58  235812      -1.2854      0.90068    0.0001894            0
5087         1  164559360  164886047   1675   1675      64  235812       1.7949     0.036337   0.00036349   9.2149e-05
4009         1  165201867  165356715    717    717      28  235812     -0.28507       0.6122   0.00010723            0
6258         1  165400922  165445355   1090   1090      65  235812       1.8399     0.032892   0.00037105   9.5427e-05
440699       1  165544241  165563948    379    379      16  235812       1.2167      0.11187   9.7833e-05   2.9981e-05
4259         1  165630873  165656136    398    398      16  235812      0.43664      0.33119   7.5808e-05   7.9274e-06
223          1  165662212  165698663   1119   1119      66  235812      0.65818      0.25521   0.00031017   3.0279e-05
54499        1  165724291  165768922    597    597      23  235812      -1.0389      0.85058   6.8313e-05            0
7371         1  165827495  165911618    672    672      49  235812      0.77741      0.21846   0.00023908   3.1292e-05
149297       1  166057426  166166755    447    447      18  235812       1.7214     0.042589    0.0001251   4.8757e-05
57645        1  166839449  166854472    614    614      24  235812       1.0164      0.15471   0.00013132   2.9564e-05
117143       1  166856510  166876417    648    648      48  235812      0.41417      0.33938   0.00021829   1.4722e-05
387597       1  166913204  166989093   1265   1265      72  235812       1.2057      0.11396    0.0003677   6.2346e-05
84944        1  166975582  167022214    941    941      59  235812       1.5597      0.05942   0.00032577   7.5638e-05
10223        1  167052836  167090631    683    683      27  235812     -0.33204      0.63007    0.0001018            0
92235        1  167094077  167129897   1429   1429      78  235812      0.60578      0.27233   0.00036092    3.016e-05
5451         1  167220829  167427345   1610   1610     105  235812     -0.16693      0.56629   0.00043231            0
919          1  167430640  167518616    686    686      27  235812       1.0293      0.15168   0.00014635   3.1888e-05
8804         1  167541013  167553819    473    473      18  235812       1.9413     0.026112     0.000133   5.6684e-05
92241        1  167630237  167708696    774    774      52  235812    -0.020549       0.5082   0.00021682            0
9019         1  167721950  167791919    531    531      21  235812      0.12535      0.45012   8.9669e-05   5.9605e-07
55811        1  167809080  167915526   2789   2789     196  235812      0.51365      0.30375   0.00087212   4.1008e-05
25874        1  167916675  167937069    435    435      18  235812     -0.38349      0.64932    6.439e-05            0
55827        1  167936559  168075843   1723   1723     111  235812       2.3136     0.010344   0.00062902   0.00015837
23432        1  168079542  168137667   1516   1516     102  235812        2.592    0.0047709   0.00060561   0.00017315
261726       1  168178845  168202114    640    640      25  235812      0.45441      0.32477   0.00011721   1.1206e-05
375035       1  168226017  168242850    555    555      22  235812      -1.6869      0.95419   5.1529e-05            0
9095         1  168281040  168314426    796    796      53  235812      0.55456       0.2896   0.00024684   2.2054e-05
6846         1  168540765  168543997    282    282      12  235812       1.0756      0.14106   7.3077e-05   2.2173e-05
6375         1  168576061  168582077    311    311      13  235812       2.1804     0.014615   0.00011232   5.7161e-05
1805         1  168695457  168729204    369    369      15  235812       1.2287      0.10958   9.3008e-05   2.9445e-05
481          1  169106709  169132722    576    576      23  235812       2.2877     0.011078   0.00017493   7.7426e-05
29922        1  169131998  169367963    874    874      56  235812      0.86504      0.19351   0.00027535   3.7909e-05
8548         1  169367956  169396544    668    668      26  235812      0.25404      0.39973   0.00011528   5.0068e-06
57821        1  169394870  169460669    587    587      23  235812     0.075253      0.47001   9.6868e-05            0
10560        1  169463909  169486079    697    697      50  235812    -0.040639      0.51621   0.00020751            0
2153         1  169511954  169586531   2818   2818     196  235812      0.97468      0.16486    0.0009127   8.1539e-05
6403         1  169588849  169630139   1541   1541     102  235812       -1.854      0.96813   0.00032737            0
6402         1  169690665  169711702    800    800      31  235812      -1.6349      0.94896   8.2007e-05            0
6401         1  169722640  169734079   1055   1055      41  235812      -2.0956      0.98194   0.00010323            0
92342        1  169792529  169794959    295    295      12  235812       -0.919      0.82095   3.1918e-05            0
55732        1  169795005  169853088   2183   2183     128  235812       2.6415    0.0041268   0.00073884    0.0001961
57147        1  169853074  169894267   1192   1192      69  235812       1.4623      0.07183   0.00036837   7.5758e-05
22920        1  169921329  170074741   1721   1721     111  235812       1.5087     0.065685    0.0005694   9.8705e-05
149281       1  170146047  170168923    432    432      18  235812       2.2101     0.013548   0.00014309   6.6757e-05
92344        1  170532122  170553834    853    853      34  235812       2.3397    0.0096504   0.00023837   9.4235e-05
5396         1  170662728  170739419    549    549      21  235812       2.0034     0.022569   0.00015214   6.3062e-05
80133        1  170935471  171065985   1925   1925      73  235812       2.6985    0.0034831   0.00046554   0.00015604
2328         1  171090877  171117821    900    900      35  235812     0.065343      0.47395   0.00014791            0
2327         1  171185208  171212683    816    816      54  235812      0.82281      0.20531   0.00026411   3.5107e-05
2326         1  171248471  171285978    946    946      59  235812      -0.3375      0.63213   0.00023226            0
2329         1  171314137  171342084    823    823      54  235812      0.97689      0.16431   0.00027165   4.2677e-05
23215        1  171485513  171593511   3682   3682     253  235812     -0.53105      0.70231    0.0010203            0
4653         1  171635417  171652633    575    575      22  235812     -0.65207      0.74282   7.3647e-05            0
8674         1  171700156  171742239    417    417      17  235812       1.1862      0.11776   0.00010204   2.9981e-05
51603        1  171781621  171797716   1112   1112      66  235812       -1.395      0.91849   0.00021489            0
26052        1  171841478  172418466   3345   3345     240  235812     -0.63211      0.73634   0.00095746            0
92346        1  172420515  172468829   1085   1085      65  235812    -0.096533      0.53845   0.00026821            0
5279         1  172441457  172444090    355    355      15  235812     -0.56257      0.71314   4.8957e-05            0
